question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Daily Mail,5,0.034
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Vice,16,0.11
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Buzzfeed,30,0.205
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Comedy Central,16,0.11
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,People,1,0.007
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,ESPN,17,0.116
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Cosmo,13,0.089
Best stories on Snapchat discover?,Custom,What's your major? Comp sci,Never watched those / other,48,0.329
Best stories on Snapchat discover?,Custom,I'm in? High School,Daily Mail,143,0.082
Best stories on Snapchat discover?,Custom,I'm in? High School,Vice,99,0.057
Best stories on Snapchat discover?,Custom,I'm in? High School,Buzzfeed,567,0.325
Best stories on Snapchat discover?,Custom,I'm in? High School,Comedy Central,149,0.085
Best stories on Snapchat discover?,Custom,I'm in? High School,People,52,0.03
Best stories on Snapchat discover?,Custom,I'm in? High School,ESPN,227,0.13
Best stories on Snapchat discover?,Custom,I'm in? High School,Cosmo,221,0.127
Best stories on Snapchat discover?,Custom,I'm in? High School,Never watched those / other,289,0.165
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Daily Mail,19,0.063
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Vice,21,0.07
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Buzzfeed,101,0.336
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Comedy Central,18,0.06
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),People,10,0.033
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),ESPN,19,0.063
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Cosmo,26,0.086
Best stories on Snapchat discover?,Custom,grow up speaking? Some other language (comment),Never watched those / other,87,0.289
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Daily Mail,8,0.058
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Vice,11,0.079
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Buzzfeed,37,0.266
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Comedy Central,13,0.094
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,People,3,0.022
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,ESPN,11,0.079
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Cosmo,21,0.151
Best stories on Snapchat discover?,Custom,What's your GPA? 1.0 to 2.0,Never watched those / other,35,0.252
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Daily Mail,28,0.046
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Vice,41,0.067
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Buzzfeed,181,0.295
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Comedy Central,48,0.078
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,People,17,0.028
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,ESPN,68,0.111
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Cosmo,74,0.121
Best stories on Snapchat discover?,Custom,you vote for? Didn't vote,Never watched those / other,156,0.254
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Daily Mail,6,0.05
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Vice,11,0.091
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Buzzfeed,42,0.347
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Comedy Central,7,0.058
Best stories on Snapchat discover?,Custom,grow up speaking? Both,People,3,0.025
Best stories on Snapchat discover?,Custom,grow up speaking? Both,ESPN,10,0.083
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Cosmo,19,0.157
Best stories on Snapchat discover?,Custom,grow up speaking? Both,Never watched those / other,23,0.19
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Daily Mail,111,0.057
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Vice,148,0.076
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Buzzfeed,528,0.27
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Comedy Central,150,0.077
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",People,32,0.016
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",ESPN,280,0.143
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Cosmo,249,0.127
Best stories on Snapchat discover?,Custom,"have a job? Nope, and not looking for one",Never watched those / other,455,0.233
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Daily Mail,54,0.052
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Vice,73,0.07
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Buzzfeed,296,0.282
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Comedy Central,88,0.084
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",People,18,0.017
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",ESPN,140,0.134
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Cosmo,144,0.137
Best stories on Snapchat discover?,Custom,"have a job? No, but I'm searching for one",Never watched those / other,235,0.224
Best stories on Snapchat discover?,Custom,Are you? Jewish,Daily Mail,13,0.051
Best stories on Snapchat discover?,Custom,Are you? Jewish,Vice,22,0.086
Best stories on Snapchat discover?,Custom,Are you? Jewish,Buzzfeed,67,0.261
Best stories on Snapchat discover?,Custom,Are you? Jewish,Comedy Central,22,0.086
Best stories on Snapchat discover?,Custom,Are you? Jewish,People,2,0.008
Best stories on Snapchat discover?,Custom,Are you? Jewish,ESPN,38,0.148
Best stories on Snapchat discover?,Custom,Are you? Jewish,Cosmo,40,0.156
Best stories on Snapchat discover?,Custom,Are you? Jewish,Never watched those / other,53,0.206
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Daily Mail,78,0.052
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Vice,99,0.066
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Buzzfeed,378,0.251
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Comedy Central,115,0.076
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",People,31,0.021
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",ESPN,206,0.137
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Cosmo,199,0.132
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Never watched those / other,400,0.266
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Daily Mail,16,0.057
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Vice,18,0.064
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Buzzfeed,83,0.296
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Comedy Central,30,0.107
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),People,5,0.018
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),ESPN,30,0.107
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Cosmo,35,0.125
Best stories on Snapchat discover?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Never watched those / other,63,0.225
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Daily Mail,22,0.067
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Vice,23,0.07
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Buzzfeed,87,0.265
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Comedy Central,30,0.091
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,People,7,0.021
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,ESPN,30,0.091
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Cosmo,62,0.189
Best stories on Snapchat discover?,Custom,do per month? About 1 hour,Never watched those / other,67,0.204
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Daily Mail,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Vice,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Buzzfeed,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Comedy Central,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,People,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,ESPN,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Cosmo,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? SVB team member,Never watched those / other,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Daily Mail,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Vice,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Buzzfeed,1,1.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Comedy Central,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,People,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,ESPN,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Cosmo,0,0.0
Best stories on Snapchat discover?,Custom,Are you a? Student Trekker,Never watched those / other,0,0.0
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Daily Mail,13,0.052
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Vice,19,0.077
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Buzzfeed,61,0.246
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Comedy Central,20,0.081
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),People,6,0.024
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),ESPN,42,0.169
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Cosmo,33,0.133
Best stories on Snapchat discover?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Never watched those / other,54,0.218
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Daily Mail,24,0.049
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Vice,36,0.073
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Buzzfeed,157,0.318
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Comedy Central,33,0.067
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,People,11,0.022
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,ESPN,48,0.097
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Cosmo,57,0.116
Best stories on Snapchat discover?,Custom,your parents make? Poor (< ~$50K) 😁,Never watched those / other,127,0.258
Best stories on Snapchat discover?,Custom,What's your major? Languages,Daily Mail,2,0.04
Best stories on Snapchat discover?,Custom,What's your major? Languages,Vice,4,0.08
Best stories on Snapchat discover?,Custom,What's your major? Languages,Buzzfeed,16,0.32
Best stories on Snapchat discover?,Custom,What's your major? Languages,Comedy Central,5,0.1
Best stories on Snapchat discover?,Custom,What's your major? Languages,People,1,0.02
Best stories on Snapchat discover?,Custom,What's your major? Languages,ESPN,4,0.08
Best stories on Snapchat discover?,Custom,What's your major? Languages,Cosmo,8,0.16
Best stories on Snapchat discover?,Custom,What's your major? Languages,Never watched those / other,10,0.2
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Daily Mail,57,0.044
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Vice,95,0.074
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Buzzfeed,372,0.289
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Comedy Central,81,0.063
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,People,28,0.022
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,ESPN,133,0.104
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Cosmo,212,0.165
Best stories on Snapchat discover?,Custom,are you pursuing? Humanities,Never watched those / other,307,0.239
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Daily Mail,6,0.061
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Vice,10,0.101
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Buzzfeed,27,0.273
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Comedy Central,8,0.081
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,People,0,0.0
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,ESPN,11,0.111
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Cosmo,10,0.101
Best stories on Snapchat discover?,Custom,clubs / organizations? More than one major org,Never watched those / other,27,0.273
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Daily Mail,27,0.04
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Vice,47,0.07
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Buzzfeed,201,0.298
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Comedy Central,53,0.079
Best stories on Snapchat discover?,Custom,past 6 months? Yes,People,12,0.018
Best stories on Snapchat discover?,Custom,past 6 months? Yes,ESPN,96,0.142
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Cosmo,99,0.147
Best stories on Snapchat discover?,Custom,past 6 months? Yes,Never watched those / other,139,0.206
Best stories on Snapchat discover?,Custom,Are you single? Yes,Daily Mail,90,0.044
Best stories on Snapchat discover?,Custom,Are you single? Yes,Vice,116,0.057
Best stories on Snapchat discover?,Custom,Are you single? Yes,Buzzfeed,634,0.313
Best stories on Snapchat discover?,Custom,Are you single? Yes,Comedy Central,159,0.079
Best stories on Snapchat discover?,Custom,Are you single? Yes,People,51,0.025
Best stories on Snapchat discover?,Custom,Are you single? Yes,ESPN,226,0.112
Best stories on Snapchat discover?,Custom,Are you single? Yes,Cosmo,285,0.141
Best stories on Snapchat discover?,Custom,Are you single? Yes,Never watched those / other,462,0.228
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Daily Mail,86,0.054
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Vice,132,0.083
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Buzzfeed,432,0.272
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Comedy Central,135,0.085
Best stories on Snapchat discover?,Custom,student loan debt? Yes,People,29,0.018
Best stories on Snapchat discover?,Custom,student loan debt? Yes,ESPN,219,0.138
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Cosmo,208,0.131
Best stories on Snapchat discover?,Custom,student loan debt? Yes,Never watched those / other,349,0.219
Best stories on Snapchat discover?,Custom,you a virgin? No,Daily Mail,156,0.047
Best stories on Snapchat discover?,Custom,you a virgin? No,Vice,274,0.083
Best stories on Snapchat discover?,Custom,you a virgin? No,Buzzfeed,777,0.236
Best stories on Snapchat discover?,Custom,you a virgin? No,Comedy Central,287,0.087
Best stories on Snapchat discover?,Custom,you a virgin? No,People,61,0.019
Best stories on Snapchat discover?,Custom,you a virgin? No,ESPN,519,0.158
Best stories on Snapchat discover?,Custom,you a virgin? No,Cosmo,456,0.139
Best stories on Snapchat discover?,Custom,you a virgin? No,Never watched those / other,757,0.23
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Daily Mail,7,0.043
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Vice,15,0.092
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Buzzfeed,53,0.325
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Comedy Central,8,0.049
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,People,5,0.031
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,ESPN,9,0.055
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Cosmo,25,0.153
Best stories on Snapchat discover?,Custom,Sexual orientation? Confused,Never watched those / other,41,0.252
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Daily Mail,5,0.059
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Vice,5,0.059
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Buzzfeed,33,0.388
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Comedy Central,7,0.082
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,People,1,0.012
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,ESPN,7,0.082
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Cosmo,9,0.106
Best stories on Snapchat discover?,Custom,grow up speaking? Spanish,Never watched those / other,18,0.212
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Daily Mail,3,0.058
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Vice,6,0.115
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Buzzfeed,13,0.25
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Comedy Central,1,0.019
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,People,1,0.019
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,ESPN,1,0.019
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Cosmo,14,0.269
Best stories on Snapchat discover?,Custom,What's your major? Visual/performing arts,Never watched those / other,13,0.25
Best stories on Snapchat discover?,Custom,closely identify as? Other,Daily Mail,5,0.03
Best stories on Snapchat discover?,Custom,closely identify as? Other,Vice,18,0.109
Best stories on Snapchat discover?,Custom,closely identify as? Other,Buzzfeed,40,0.242
Best stories on Snapchat discover?,Custom,closely identify as? Other,Comedy Central,14,0.085
Best stories on Snapchat discover?,Custom,closely identify as? Other,People,3,0.018
Best stories on Snapchat discover?,Custom,closely identify as? Other,ESPN,20,0.121
Best stories on Snapchat discover?,Custom,closely identify as? Other,Cosmo,18,0.109
Best stories on Snapchat discover?,Custom,closely identify as? Other,Never watched those / other,47,0.285
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Daily Mail,174,0.055
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Vice,225,0.071
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Buzzfeed,857,0.269
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Comedy Central,255,0.08
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,People,60,0.019
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,ESPN,458,0.144
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Cosmo,429,0.135
Best stories on Snapchat discover?,Custom,What's your GPA? 3.0 to 4.0,Never watched those / other,731,0.229
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Daily Mail,24,0.076
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Vice,16,0.05
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Buzzfeed,86,0.271
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Comedy Central,23,0.073
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,People,7,0.022
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,ESPN,47,0.148
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Cosmo,39,0.123
Best stories on Snapchat discover?,Custom,do per month? Less than an hour,Never watched those / other,75,0.237
Best stories on Snapchat discover?,Custom,or private school? Public,Daily Mail,103,0.049
Best stories on Snapchat discover?,Custom,or private school? Public,Vice,155,0.073
Best stories on Snapchat discover?,Custom,or private school? Public,Buzzfeed,584,0.275
Best stories on Snapchat discover?,Custom,or private school? Public,Comedy Central,186,0.088
Best stories on Snapchat discover?,Custom,or private school? Public,People,40,0.019
Best stories on Snapchat discover?,Custom,or private school? Public,ESPN,271,0.128
Best stories on Snapchat discover?,Custom,or private school? Public,Cosmo,279,0.132
Best stories on Snapchat discover?,Custom,or private school? Public,Never watched those / other,503,0.237
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Daily Mail,23,0.054
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Vice,29,0.068
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Buzzfeed,135,0.318
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Comedy Central,19,0.045
Best stories on Snapchat discover?,Custom,you a feminist? Yes,People,5,0.012
Best stories on Snapchat discover?,Custom,you a feminist? Yes,ESPN,25,0.059
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Cosmo,69,0.163
Best stories on Snapchat discover?,Custom,you a feminist? Yes,Never watched those / other,119,0.281
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Daily Mail,8,0.058
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Vice,4,0.029
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Buzzfeed,45,0.326
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Comedy Central,11,0.08
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,People,4,0.029
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,ESPN,13,0.094
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Cosmo,22,0.159
Best stories on Snapchat discover?,Custom,do per month? More than 10 hours 😇,Never watched those / other,31,0.225
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Daily Mail,42,0.053
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Vice,68,0.085
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Buzzfeed,179,0.225
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Comedy Central,82,0.103
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",People,14,0.018
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",ESPN,135,0.169
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Cosmo,86,0.108
Best stories on Snapchat discover?,Custom,"guys, 5'5"" girls) Tall",Never watched those / other,191,0.24
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Daily Mail,7,0.077
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Vice,9,0.099
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Buzzfeed,33,0.363
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Comedy Central,6,0.066
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,People,1,0.011
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,ESPN,4,0.044
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Cosmo,3,0.033
Best stories on Snapchat discover?,Custom,Sexual orientation? Gay,Never watched those / other,28,0.308
Best stories on Snapchat discover?,Custom,What's your major? History,Daily Mail,1,0.017
Best stories on Snapchat discover?,Custom,What's your major? History,Vice,4,0.068
Best stories on Snapchat discover?,Custom,What's your major? History,Buzzfeed,13,0.22
Best stories on Snapchat discover?,Custom,What's your major? History,Comedy Central,6,0.102
Best stories on Snapchat discover?,Custom,What's your major? History,People,4,0.068
Best stories on Snapchat discover?,Custom,What's your major? History,ESPN,3,0.051
Best stories on Snapchat discover?,Custom,What's your major? History,Cosmo,7,0.119
Best stories on Snapchat discover?,Custom,What's your major? History,Never watched those / other,21,0.356
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Daily Mail,14,0.056
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Vice,19,0.076
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Buzzfeed,62,0.247
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Comedy Central,21,0.084
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),People,3,0.012
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),ESPN,40,0.159
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Cosmo,46,0.183
Best stories on Snapchat discover?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Never watched those / other,46,0.183
Best stories on Snapchat discover?,Custom,you a feminist? No,Daily Mail,37,0.058
Best stories on Snapchat discover?,Custom,you a feminist? No,Vice,44,0.069
Best stories on Snapchat discover?,Custom,you a feminist? No,Buzzfeed,119,0.188
Best stories on Snapchat discover?,Custom,you a feminist? No,Comedy Central,72,0.114
Best stories on Snapchat discover?,Custom,you a feminist? No,People,6,0.009
Best stories on Snapchat discover?,Custom,you a feminist? No,ESPN,133,0.21
Best stories on Snapchat discover?,Custom,you a feminist? No,Cosmo,41,0.065
Best stories on Snapchat discover?,Custom,you a feminist? No,Never watched those / other,182,0.287
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Daily Mail,25,0.072
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Vice,35,0.101
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Buzzfeed,107,0.307
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Comedy Central,24,0.069
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,People,2,0.006
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,ESPN,46,0.132
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Cosmo,39,0.112
Best stories on Snapchat discover?,Custom,you vote for? Writing in Bernie,Never watched those / other,70,0.201
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Daily Mail,1,0.03
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Vice,4,0.121
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Buzzfeed,7,0.212
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Comedy Central,3,0.091
Best stories on Snapchat discover?,Custom,closely identify as? Native American,People,1,0.03
Best stories on Snapchat discover?,Custom,closely identify as? Native American,ESPN,1,0.03
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Cosmo,6,0.182
Best stories on Snapchat discover?,Custom,closely identify as? Native American,Never watched those / other,10,0.303
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Daily Mail,17,0.051
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Vice,26,0.079
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Buzzfeed,103,0.311
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Comedy Central,22,0.066
Best stories on Snapchat discover?,Custom,closely identify as? Asian,People,7,0.021
Best stories on Snapchat discover?,Custom,closely identify as? Asian,ESPN,35,0.106
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Cosmo,38,0.115
Best stories on Snapchat discover?,Custom,closely identify as? Asian,Never watched those / other,83,0.251
Best stories on Snapchat discover?,Custom,closely identify as? White,Daily Mail,145,0.053
Best stories on Snapchat discover?,Custom,closely identify as? White,Vice,202,0.073
Best stories on Snapchat discover?,Custom,closely identify as? White,Buzzfeed,673,0.244
Best stories on Snapchat discover?,Custom,closely identify as? White,Comedy Central,238,0.086
Best stories on Snapchat discover?,Custom,closely identify as? White,People,46,0.017
