question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,University,Whatsgoodly University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Whatsgoodly University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,Buzzfeed,1,0.333
Best stories on Snapchat discover?,University,University of Rhode Island,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,People,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,ESPN,1,0.333
Best stories on Snapchat discover?,University,University of Rhode Island,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of Rhode Island,Never watched those / other,1,0.333
Best stories on Snapchat discover?,University,University of North Texas,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,Vice,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,Comedy Central,1,0.5
Best stories on Snapchat discover?,University,University of North Texas,People,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,Cosmo,0,0.0
Best stories on Snapchat discover?,University,University of North Texas,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Vice,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,People,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,ESPN,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Rochester Institute of Technology,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,University of Minnesota,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Minnesota,Vice,2,0.091
Best stories on Snapchat discover?,University,University of Minnesota,Buzzfeed,7,0.318
Best stories on Snapchat discover?,University,University of Minnesota,Comedy Central,1,0.045
Best stories on Snapchat discover?,University,University of Minnesota,People,0,0.0
Best stories on Snapchat discover?,University,University of Minnesota,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Minnesota,Cosmo,10,0.455
Best stories on Snapchat discover?,University,University of Minnesota,Never watched those / other,2,0.091
Best stories on Snapchat discover?,University,University of Mississippi,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Mississippi,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Mississippi,Buzzfeed,2,0.4
Best stories on Snapchat discover?,University,University of Mississippi,Comedy Central,1,0.2
Best stories on Snapchat discover?,University,University of Mississippi,People,0,0.0
Best stories on Snapchat discover?,University,University of Mississippi,ESPN,1,0.2
Best stories on Snapchat discover?,University,University of Mississippi,Cosmo,1,0.2
Best stories on Snapchat discover?,University,University of Mississippi,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,Buzzfeed,2,1.0
Best stories on Snapchat discover?,University,Chaparral High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,People,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Chaparral High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Cameron University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Cameron University,Vice,0,0.0
Best stories on Snapchat discover?,University,Cameron University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Cameron University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Cameron University,People,0,0.0
Best stories on Snapchat discover?,University,Cameron University,ESPN,1,1.0
Best stories on Snapchat discover?,University,Cameron University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Cameron University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Purdue University,Daily Mail,1,0.167
Best stories on Snapchat discover?,University,Purdue University,Vice,0,0.0
Best stories on Snapchat discover?,University,Purdue University,Buzzfeed,2,0.333
Best stories on Snapchat discover?,University,Purdue University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Purdue University,People,0,0.0
Best stories on Snapchat discover?,University,Purdue University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Purdue University,Cosmo,1,0.167
Best stories on Snapchat discover?,University,Purdue University,Never watched those / other,2,0.333
Best stories on Snapchat discover?,University,St. John's High School,Daily Mail,1,1.0
Best stories on Snapchat discover?,University,St. John's High School,Vice,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,People,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,Cosmo,0,0.0
Best stories on Snapchat discover?,University,St. John's High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,People,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,ESPN,1,1.0
Best stories on Snapchat discover?,University,Mississippi State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Mississippi State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,Vice,1,1.0
Best stories on Snapchat discover?,University,Oakton Community College,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,People,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,ESPN,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Oakton Community College,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,People,1,1.0
Best stories on Snapchat discover?,University,Northwestern State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Northwestern State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,Vice,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Wisconsin HS,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,People,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,ESPN,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Wisconsin HS,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,Vice,1,0.333
Best stories on Snapchat discover?,University,Montgomery Blair High School,Buzzfeed,2,0.667
Best stories on Snapchat discover?,University,Montgomery Blair High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,People,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Montgomery Blair High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Conant High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Conant High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Conant High School,Buzzfeed,1,0.333
Best stories on Snapchat discover?,University,Conant High School,Comedy Central,2,0.667
Best stories on Snapchat discover?,University,Conant High School,People,0,0.0
Best stories on Snapchat discover?,University,Conant High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Conant High School,Cosmo,0,0.0
